reactant_1,reactant_2,product,Yield
Nc1c(Cl)nc2ccccc2c1NCc1ccccc1,O=C(n1ccnc1)n1ccnc1,Oc1nc2c(Cl)nc3ccccc3c2n1Cc1ccccc1,62.4
CCCC/C=C\CCCCO,NC(=O)c1cccc(O)c1,CCCC/C=C\CCCCOc1cccc(C(N)=O)c1,71.0
COc1cccc(-c2nc(CBr)sc2Br)c1,NC(=O)c1c(F)ccc(O)c1F,COc1cccc(-c2nc(COc3ccc(F)c(C(N)=O)c3F)sc2Br)c1,49.9
COCCNc1nonc1C(Cl)=NO,Nc1cccc(C(F)(F)F)c1,COCCNc1nonc1C(=NO)Nc1cccc(C(F)(F)F)c1,81.1
COCCNc1nonc1C(Cl)=NO,NCc1cc(Cl)co1,COCCNc1nonc1C(=NO)NCc1cc(Cl)co1,100.0
COC(=O)c1cocc1C(=O)O,Nc1cccc(SC(F)(F)F)c1,COC(=O)c1cocc1C(=O)Nc1cccc(SC(F)(F)F)c1,78.0
COc1cc(Cl)c(CBr)c(Cl)c1,O=C1CCCN1C1CCCCC1,COc1cc(Cl)c(CC2CCN(C3CCCCC3)C2=O)c(Cl)c1,69.0
C1CCOC1,FC(F)(F)c1cc(Br)ccc1C(Br)Br,O=Cc1ccc(Br)cc1C(F)(F)F,81.0
O=C(O)c1ccc(-c2cc(Cl)c(CC3CCN(C4CCCCC4)C3=O)c(Cl)c2)cc1,O=C(n1ccnc1)n1ccnc1,O=C(NC1CNC1)c1ccc(-c2cc(Cl)c(CC3CCN(C4CCCCC4)C3=O)c(Cl)c2)cc1,7.6
CC(=O)Cl,O=C(c1ccc(-c2cc(Cl)c(CC3CCN(C4CCCCC4)C3=O)c(Cl)c2)cc1)N1CCNCC1,CC(=O)N1CCN(C(=O)c2ccc(-c3cc(Cl)c(CC4CCN(C5CCCCC5)C4=O)c(Cl)c3)cc2)CC1,74.0
CC(C)(C)OC(=O)N1CCC(N)CC1,O=C(O)c1ccc(-c2cc(Cl)c(CC3CCN(C4CCCCC4)C3=O)c(Cl)c2)cc1,O=C(NC1CCNCC1)c1ccc(-c2cc(Cl)c(CC3CCN(C4CCCCC4)C3=O)c(Cl)c2)cc1,82.4
C1=CCC=C1,CO[Si](CCl)(OC)OC,CO[Si](CC1C=CC=C1)(OC)OC,93.0
NNC(=O)c1cc2cc(F)ccc2cn1,O=N[O-],[N-]=[N+]=NC(=O)c1cc2cc(F)ccc2cn1,89.0
CC(=O)Cl,CN(C(=O)OC(C)(C)C)[C@H](CO[Si](C)(C)C(C)(C)C)CC(C)(C)CO,CC(=O)OCC(C)(C)C[C@@H](CO[Si](C)(C)C(C)(C)C)N(C)C(=O)OC(C)(C)C,99.6
CN(C(=O)NCc1cccc(F)c1Cl)[C@H](COC(=O)Nc1cc2ccccc2cn1)CC(=O)O,NCc1cnccn1,CN(C(=O)NCc1cccc(F)c1Cl)[C@H](COC(=O)Nc1cc2ccccc2cn1)CC(=O)NCc1cnccn1,76.2
CC(C)(C)OC(=O)N1CCNCC1,Cc1noc(C)c1CCl,Cc1noc(C)c1CN1CCN(C(=O)OC(C)(C)C)CC1,55.0
CC(c1ccncc1)N1CCN(c2c(Br)cnc(N)c2[N+](=O)[O-])CC1,CN(C)CCOc1ccc(C=O)cc1,CC(c1ccncc1)N1CCN(c2c(Br)cnc3[nH]c(-c4ccc(OCCN(C)C)cc4)nc23)CC1,22.1
COc1ccc(C=O)cc1,Nc1ncc(Cl)c(N2CCN(Cc3cncnc3)CC2)c1[N+](=O)[O-],COc1ccc(-c2nc3c(N4CCN(Cc5cncnc5)CC4)c(Cl)cnc3[nH]2)cc1,38.2
Fc1ccc(CN2CCNCC2)cc1,Nc1ncc(Br)c(Cl)c1[N+](=O)[O-],Nc1ncc(Br)c(N2CCN(Cc3ccc(F)cc3)CC2)c1[N+](=O)[O-],79.1
COc1ccc(C=O)cc1,Nc1ncc(Br)c(N2CCN(Cc3nccs3)CC2)c1[N+](=O)[O-],COc1ccc(-c2nc3c(N4CCN(Cc5nccs5)CC4)c(Br)cnc3[nH]2)cc1,25.2
Cn1cnc(CN2CCN(C(=O)OC(C)(C)C)CC2)c1,Nc1ncc(Br)c(Cl)c1[N+](=O)[O-],Cn1cnc(CN2CCN(c3c(Br)cnc(N)c3[N+](=O)[O-])CC2)c1,51.1
Nc1ncc(Cl)c(Cl)c1[N+](=O)[O-],c1ccc(CCN2CCNCC2)cc1,Nc1ncc(Cl)c(N2CCN(CCc3ccccc3)CC2)c1[N+](=O)[O-],64.5
COCc1cc(Br)cc(OCCCCCCc2cccc(OCCCC(=O)O)c2CCC(=O)O)c1,OB(O)c1ccc(F)c(F)c1,COCc1cc(OCCCCCCc2cccc(OCCCC(=O)O)c2CCC(=O)O)cc(-c2ccc(F)c(F)c2)c1,93.3
CCOC(=O)CCCOc1cccc(CCCCCCBr)c1CCC(=O)OCC,CCOc1cc(O)cc(Br)c1,CCOC(=O)CCCOc1cccc(CCCCCCOc2cc(Br)cc(OCC)c2)c1CCC(=O)OCC,82.1
O=C(O)c1cnc(O)c(Cl)c1,O=C([O-])O,COC(=O)c1cnc(O)c(Cl)c1,55.0
O=C1Cc2ccc(Cl)cc2N1,O=Cc1cccc(Cl)c1F,O=C1Nc2cc(Cl)ccc2/C1=C/c1cccc(Cl)c1F,89.0
CC(=O)c1ccc(N)cc1,CC(C)(C)CC1NC(C(=O)O)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12,CC(=O)c1ccc(NC(=O)C2NC(CC(C)(C)C)C3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)cc1,38.0
O=C1Cc2ccc(Cl)cc2N1,O=Cc1cc(F)cc(Cl)c1,O=C1Nc2cc(Cl)ccc2/C1=C/c1cc(F)cc(Cl)c1,93.6
CC(C)(C)CC1NC(C(=O)Nc2ccc(C#N)cc2)C(c2cccc(Cl)c2F)C12C(=O)Nc1c2ccc(Cl)c1F,OO,CC(C)(C)CC1NC(C(=O)Nc2ccc(C(N)=O)cc2)C(c2cccc(Cl)c2F)C12C(=O)Nc1c2ccc(Cl)c1F,93.0
CC(C)(C)OC(=O)Nc1ccc(N)cc1,CCOC(=O)CBr,CCOC(=O)CNc1ccc(NC(=O)OC(C)(C)C)cc1,94.0
CC(C)(C)OC(=O)N1CCCC1C1=NC(=O)C(C)(c2ccc(Br)cc2)N1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)OC(=O)N1CCCC1C1=NC(=O)C(C)(c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)N1,79.0
CC(C)(C)OC(=O)N1C2CCC(C2)C1C(=O)O,NCC(=O)c1ccc(Br)cc1,CC(C)(C)OC(=O)N1C2CCC(C2)C1C(=O)NCC(=O)c1ccc(Br)cc1,97.2
CC(C)(C)OC(=O)N1C2CCC(C2)C1c1ncc(-c2ccc(Br)cc2)[nH]1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC(C)(C)OC(=O)N1C2CCC(C2)C1c1ncc(-c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)[nH]1,75.2
C#C[Si](C)(C)C,CC(C)(C)OC(=O)N1CC(F)(F)CC1c1ncc(-c2ccc(Br)cc2)[nH]1,CC(C)(C)OC(=O)N1CC(F)(F)CC1c1ncc(-c2ccc(C#C[Si](C)(C)C)cc2)[nH]1,79.0
Brc1ccnc(OCc2ccccc2)c1,CC(C)(C)OC(=O)N1CCCC1c1ncc(-c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)[nH]1,CC(C)(C)OC(=O)N1CCCC1c1ncc(-c2ccc(-c3ccnc(OCc4ccccc4)c3)cc2)[nH]1,96.5
CC(C)(C)OC(=O)N(CC(=O)O)CC(=O)NCC(=O)c1ccc(Br)cc1,COC(=O)[C@H](N)C(C)C,COC(=O)C(NC(=O)CN(CC(=O)NCC(=O)c1ccc(Br)cc1)C(=O)OC(C)(C)C)C(C)C,87.1
COC(=O)NC(C(=O)N1CCCC1c1nc(-c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)c[nH]1)C(C)C,COC(=O)NC(C(=O)N1CN(C(C)=O)CC1c1nc(-c2ccc(Br)cc2)c[nH]1)C(C)C,COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc(-c3ccc(-c4cnc(C5CN(C(C)=O)CN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,29.4
Brc1ccc(-c2cnc(C3CCCN3)[nH]2)c2ccccc12,COC(=O)NC(C(=O)O)C(C)C,COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc(Br)c3ccccc23)[nH]1)C(C)C,72.0
O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,Oc1cccc2c(O)cccc12,O=S(=O)(Oc1cccc2c(OS(=O)(=O)C(F)(F)F)cccc12)C(F)(F)F,48.0
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CC(C)(C)OC(=O)Nc1ccc(-c2ccc(Br)cc2)cc1,CC(C)(C)OC(=O)N1CCCC1C(=O)Nc1ccc(-c2ccc(Br)cc2)cc1,95.2
CC(C)(C)OC(=O)N1CC(C#N)CC1c1ncc(-c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)[nH]1,COC(=O)NC(C(=O)N1CC2(CC2)CC1c1ncc(-c2ccc3cc(Br)ccc3c2)[nH]1)C(C)C,COC(=O)NC(C(=O)N1CC2(CC2)CC1c1ncc(-c2ccc3cc(-c4ccc(-c5cnc(C6CC(C#N)CN6C(=O)OC(C)(C)C)[nH]5)cc4)ccc3c2)[nH]1)C(C)C,68.4
CC(C)(C)OC(=O)N1CC(COC(F)F)CC1c1ncc(-c2ccc(Br)cc2)[nH]1,COC(=O)NC(C(=O)O)C(C)C,COC(=O)NC(C(=O)N1CC(COC(F)F)CC1c1ncc(-c2ccc(Br)cc2)[nH]1)C(C)C,61.0
COC1=NC(C(C)C)C(OC)=NC1,FC(F)(F)CCI,COC1=NC(C(C)C)C(OC)=NC1CCC(F)(F)F,59.0
BrCCCCCCBr,C=Cc1ccc(CO)cc1,C=Cc1ccc(COCCCCCCBr)cc1,58.0
CC(=O)C=NO,N#CC(N)C#N,Cc1c[n+]([O-])c(N)c(C#N)n1,90.2
CC(C)(C)OC(=O)N1CCCC[C@H]1CC(=O)O,CCN(C(C)C)C(C)C,COC(=O)C[C@@H]1CCCCN1C(=O)OC(C)(C)C,95.4
CC(C)SSC(C)C,COCOc1cc(Br)cc(Br)c1,COCOc1cc(Br)cc(SC(C)C)c1,99.0
C[C@H]1CN(C(=O)OC(C)(C)C)CCN1,O=S(=O)(Cl)c1ccc(OC(F)(F)F)cc1,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1S(=O)(=O)c1ccc(OC(F)(F)F)cc1,90.9
Cc1ccc2c(=O)n([C@H](C)CO)ccc2c1NC(=O)Cc1ccc(C(F)(F)F)c(F)c1,[N-]=[N+]=NP(=O)(Oc1ccccc1)Oc1ccccc1,Cc1ccc2c(=O)n([C@H](C)CN=[N+]=[N-])ccc2c1NC(=O)Cc1ccc(C(F)(F)F)c(F)c1,90.0
CC(C)(C)OC(=O)N1CCC(=O)CC1,Nc1ccc2[nH]ccc2c1,CC(C)(C)OC(=O)N1CCC(Nc2ccc3[nH]ccc3c2)CC1,96.4
CC(C)(C)OC(=O)N1CCC(N)C1,O=C([O-])CC(=O)Cl,CC(C)(C)OC(=O)N1CCC(NC(=O)CC(=O)Cl)C1,48.0
O=[N+]([O-])c1ccc(Oc2ccnc3cc(Br)sc23)c(F)c1,OB(O)c1ccncc1,O=[N+]([O-])c1ccc(Oc2ccnc3cc(-c4ccncc4)sc23)c(F)c1,75.0
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(CC(=O)O)C(F)(F)F)cc4F)c3s2)c1,Nc1ccccc1,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccccc5)C(F)(F)F)cc4F)c3s2)c1,64.5
ClCCCBr,O=[N+]([O-])c1ccc(Oc2ccnc3cc(-c4ccc(O)c(O)c4)sc23)c(F)c1,O=[N+]([O-])c1ccc(Oc2ccnc3cc(-c4ccc(OCCCCl)c(OCCCCl)c4)sc23)c(F)c1,62.2
CC(C)(CC1(C(F)(F)F)CO1)c1cccc2c1OCC2,Nc1cccc2c1cnn2-c1ccncc1,CC(C)(CC(O)(CNc1cccc2c1cnn2-c1ccncc1)C(F)(F)F)c1cccc2c1OCC2,8.5
COC(=O)c1cccc(-n2ncc3c(N)cccc32)c1,COc1ccc(F)cc1C(C)(C)CC1(C(F)(F)F)CO1,COC(=O)c1cccc(-n2ncc3c(NCC(O)(CC(C)(C)c4cc(F)ccc4OC)C(F)(F)F)cccc32)c1,24.9
CC(=O)Oc1ccc(C(=O)O)cc1,CC(=O)c1cc(C#N)ccc1O,N#Cc1ccc2oc(-c3ccc(O)cc3)cc(=O)c2c1,5.5
CC(=O)OC(C)=O,O=c1cc(-c2ccc(O)cc2)oc2ncccc12,CC(=O)Oc1ccc(-c2cc(=O)c3cccnc3o2)cc1,53.0
CC(=O)OC(C)=O,O=c1cc(-c2ccc(O)cc2)oc2ncccc12,CC(=O)Oc1ccc(-c2cc(=O)c3cccnc3o2)cc1,96.0
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,COc1cccc(C2CCCCC2=O)c1,CCOC(=O)C=C1CCCCC1c1cccc(OC)c1,99.8
COc1ccc(OC)c(C2CCCC2COS(C)(=O)=O)c1,[C-]#N,COc1ccc(OC)c(C2CCCC2CC#N)c1,92.4
BrBr,COc1ccc(C2Cc3ccc(OC)cc3C3CCCCC23)cc1,COc1ccc(C2Cc3cc(Br)c(OC)cc3C3CCCCC23)cc1,100.0
CO,Oc1ccc(C2Cc3c(CBr)cc(O)cc3C3CCCC23)cc1,COCc1cc(O)cc2c1CC(c1ccc(O)cc1)C1CCCC21,37.0
N#Cc1cccc(/C(O)=C\c2ccnc(Cl)n2)c1,N#Cc1cccc(C(=O)Cc2ccnc(Cl)n2)c1,N#Cc1cccc(-c2nc3ccccn3c2-c2ccnc(Cl)n2)c1,75.0
COc1cc(F)c(Cl)cc1[N+](=O)[O-],O=C(OCc1ccccc1)N1CCN(C2CCNCC2)CC1,COc1cc(N2CCC(N3CCN(C(=O)OCc4ccccc4)CC3)CC2)c(Cl)cc1[N+](=O)[O-],100.0
C1CCNCC1,COc1cc(C#CCCl)ccc1[N+](=O)[O-],COc1cc(C#CCN2CCCCC2)ccc1[N+](=O)[O-],96.4
COc1cc(N2CCC(N3CCCCC3)CC2)ccc1N,O=C(Nc1c(F)cccc1F)c1cccc(-c2nc3c(F)cccn3c2-c2ccnc(Cl)n2)c1,COc1cc(N2CCC(N3CCCCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3c(F)cccn23)n1,66.0
CCc1cc(N)c(OC)cc1N1CCC(CCS(C)(=O)=O)CC1,COc1ccc(-c2nc3ccccn3c2-c2ccnc(Cl)n2)cc1C(=O)Nc1c(F)cccc1F,CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(CCS(C)(=O)=O)CC1,56.2
CC(C)[C@H](N)CNCc1ccccc1,CCOC(=O)C(=O)OCC,CC(C)[C@H]1CN(Cc2ccccc2)C(=O)C(=O)N1,74.0
Clc1ncnc2nc[nH]c12,FC(F)(F)Oc1cccc(-c2c[nH]c(C3CCNCC3)n2)c1,FC(F)(F)Oc1cccc(-c2c[nH]c(C3CCN(c4ncnc5nc[nH]c45)CC3)n2)c1,65.0
Cc1ccc(S(=O)(=O)O)cc1,Nc1[nH]c(=O)n([C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c(=O)c1N,O=C(OC[C@H]1O[C@@H](n2c(=O)[nH]c3nc[nH]c3c2=O)[C@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1)c1ccccc1,50.0
CC(=O)O[C@@H]1CS[C@H](Br)[C@H](OC(C)=O)[C@H]1OC(C)=O,Oc1cnc(Cl)c(Cl)c1,CC(=O)O[C@@H]1CS[C@@H](Oc2cnc(Cl)c(Cl)c2)[C@H](OC(C)=O)[C@H]1OC(C)=O,50.0
O=C(O)CCCOc1cccc(CCCCCCOc2cc(Br)cc(Br)c2)c1CCC(=O)O,OB(O)c1cncnc1,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3cncnc3)cc(-c3cncnc3)c2)c1CCC(=O)O,57.0
COc1cc(N)cc(-c2ccsc2)c1,[I-],COc1cc(I)cc(-c2ccsc2)c1,58.1
CC(C)(C)OC(=O)CBr,O=Cc1ccc(O)cc1,CC(C)(C)OC(=O)COc1ccc(C=O)cc1,92.3
CC(C)(C)OC(=O)NCc1ccnc(N)c1,O=C1CCC(=O)N1Br,CC(C)(C)OC(=O)NCc1cc(N)ncc1Br,65.3
CCOC(Cl)CCl,N#Cc1c(-c2ccc(Cl)cc2Cl)cnc(N)c1Cl,N#Cc1c(-c2ccc(Cl)cc2Cl)cn2ccnc2c1Cl,60.0
COC(=O)c1cc2nccn2cc1Br,OB(O)c1ccc(Cl)cc1Cl,COC(=O)c1cc2nccn2cc1-c1ccc(Cl)cc1Cl,77.0
N#Cc1c(-c2ccc(Cl)cc2Cl)cn2c(N3CCOCC3)cnc2c1Cl,[N-]=[N+]=[N-],N#Cc1c(-c2ccc(Cl)cc2Cl)cn2c(N3CCOCC3)cnc2c1N=[N+]=[N-],100.0
C1COCCN1,CC(C)COc1c(C#N)c(-c2ccc(Cl)cc2Cl)cn2c(-c3ccc(F)nc3)cnc12,CC(C)COc1c(C#N)c(-c2ccc(Cl)cc2Cl)cn2c(-c3ccc(N4CCOCC4)nc3)cnc12,92.7
O=S(=O)(Cl)c1ccccc1,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CO,O=c1ccc2ncc(=O)n3c2n1C[C@H]3COS(=O)(=O)c1ccccc1,85.2
COC(=O)c1cnc(I)c(Br)c1,O=C([O-])[O-],Cc1ncc(C=O)cc1Br,55.2
CC(C)C(=O)Nc1nc(Cl)c(NC=O)c(N[C@H]2C=C[C@@H](CO)C2)n1,NC1CC1,CC(C)C(=O)Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,72.0
Nc1cc(C(F)(F)F)ccc1Cl,O=C(O)c1cc(Cl)cnc1O,O=C(Nc1cc(C(F)(F)F)ccc1Cl)c1cc(Cl)cnc1O,42.9
COC(=O)c1ccc(O)c(C(=O)O)c1,Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,COC(=O)c1ccc(O)c(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,91.5
Nc1ccc(C(F)(F)F)cc1,O=C(O)c1cc(Cl)ccc1O,O=C(Nc1ccc(C(F)(F)F)cc1)c1cc(Cl)ccc1O,75.0
COc1ccc(N)cc1C(F)(F)F,Cc1ccc(O)c(C(=O)O)c1,COc1ccc(NC(=O)c2cc(C)ccc2O)cc1C(F)(F)F,65.1
Nc1cc(Cl)cc(Cl)c1,O=C(O)c1cc([N+](=O)[O-])ccc1O,O=C(Nc1cc(Cl)cc(Cl)c1)c1cc([N+](=O)[O-])ccc1O,83.1
COc1cc(N)cc(OC)c1,O=C(O)c1cc(Br)ccc1O,COc1cc(NC(=O)c2cc(Br)ccc2O)cc(OC)c1,40.3
CCOC(=O)c1sc(N)nc1-c1ccccc1,O=C(O)c1cc(Br)ccc1O,CCOC(=O)c1sc(NC(=O)c2cc(Br)ccc2O)nc1-c1ccccc1,28.6
CCN,O=C(Nc1nc(-c2c(F)c(F)c(F)c(F)c2F)c(C(=O)O)s1)c1cc(Br)ccc1O,CCNC(=O)c1sc(NC(=O)c2cc(Br)ccc2O)nc1-c1c(F)c(F)c(F)c(F)c1F,62.5
CC(C)(C)OC(=O)NCc1ncc(-c2nc(N3CCOCC3)c3ncn(CC4CC4)c3n2)cn1,O=C1CCC(=O)N1Cl,CC(C)(C)OC(=O)NCc1ncc(-c2nc(N3CCOCC3)c3nc(Cl)n(CC4CC4)c3n2)cn1,56.1
CNc1ncc(-c2nc(N3CCOCC3)c3nc(Cl)n(CC4CC4)c3n2)cn1,C[C@H]1CNC[C@@H](C)N1,CNc1ncc(-c2nc(N3CCOCC3)c3nc(N4C[C@H](C)N[C@H](C)C4)n(CC4CC4)c3n2)cn1,89.2
C1COCCN1,Nc1ncc(-c2nc(N3CCOCC3)c3nc(Cl)n(CC4CCOC4)c3n2)cn1,Nc1ncc(-c2nc(N3CCOCC3)c3nc(N4CCOCC4)n(CC4CCOC4)c3n2)cn1,67.0
C1COCCN1,CNc1ncc(-c2nc(N3CCOCC3)c3nc(Cl)n(CC4CCOC4)c3n2)cn1,CNc1ncc(-c2nc(N3CCOCC3)c3nc(N4CCOCC4)n(CC4CCOC4)c3n2)cn1,50.6
CC(C)Cn1c(N2CCNCC2)nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc21,C[C@@H](O)CC(=O)O,CC(C)Cn1c(N2CCN(C(=O)C[C@@H](C)O)CC2)nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc21,36.0
CC(C)Cn1c(N2CCN[C@H](C)C2)nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc21,C[C@H](O)CC(=O)O,CC(C)Cn1c(N2CCN(C(=O)C[C@H](C)O)[C@H](C)C2)nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc21,62.0
CC(=O)OC(C)=O,Nc1ncc(-c2nc(N3CCOCC3)c3nc(N4CCNC5(CC5)C4)n(CC(F)(F)F)c3n2)cn1,CC(=O)N1CCN(c2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3n2CC(F)(F)F)CC12CC2,49.0
CC(=O)OC(C)=O,CC1(C)CN(c2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3n2CC(F)(F)F)CCN1,CC(=O)N1CCN(c2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3n2CC(F)(F)F)CC1(C)C,88.0
CC(=O)OCC(=O)Cl,C[C@@H]1CN(c2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3n2CC(F)(F)F)CCN1,C[C@@H]1CN(c2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3n2CC(F)(F)F)CCN1C(=O)CO,88.2
CC1(C)OB(c2cnc(N)nc2)OC1(C)C,C[C@H]1COCCN1c1nc(Cl)nc2c1ncn2CC(F)(F)F,C[C@H]1COCCN1c1nc(-c2cnc(N)nc2)nc2c1ncn2CC(F)(F)F,99.3
CC(C)Cn1cnc2c(N3CCOC[C@@H]3C)nc(Cl)nc21,CC1(C)OB(c2cnc(N)nc2)OC1(C)C,CC(C)Cn1cnc2c(N3CCOC[C@@H]3C)nc(-c3cnc(N)nc3)nc21,76.4
CCOC(=O)C(C(=O)OCC)C(C)(C)C,NCc1ccc(F)cc1,CCOC(=O)C(CNCc1ccc(F)cc1)C(C)C,33.0
CCOC(=O)C(C)(C=O)CCC(C)C,NC1CCC1,CCOC(=O)C(C)(CCC(C)C)CNC1CCC1,48.0
CC(C)(C)OC(=O)N1CCN(C(=O)CBr)CC1,CC(N)=S,Cc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)cs1,2.2
CN(CCNC(=O)OC(C)(C)C)[C@H]1COc2ccccc2-c2c(C3CCCCC3)c3ccc(C(=O)O)cc3n2C1,NS(=O)(=O)CCCC(=O)OCc1ccccc1,CN(CCNC(=O)OC(C)(C)C)[C@H]1COc2ccccc2-c2c(C3CCCCC3)c3ccc(C(=O)NS(=O)(=O)CCCC(=O)OCc4ccccc4)cc3n2C1,37.0
COCCN,Cc1cc(-c2cc(-c3cccc(C(=O)O)c3)[nH]c(=O)n2)ccc1O,COCCNC(=O)c1cccc(-c2cc(-c3ccc(O)c(C)c3)nc(=O)[nH]2)c1,36.0
Ic1ccc2c(cnn2CCN2CCCC2)c1,O=c1[nH]ccc2oc(-c3ccccc3)cc12,O=c1c2cc(-c3ccccc3)oc2ccn1-c1ccc2c(cnn2CCN2CCCC2)c1,7.6
CCCCCCNC1CCc2cc(Oc3ccc(C(N)=O)cn3)ccc21,[BH3-]C#N,CCCCCCN(C)C1CCc2cc(Oc3ccc(C(N)=O)cn3)ccc21,73.6
Nc1ccccc1O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,C#CCCc1nc2ccccc2o1,39.0
CCOC(=O)C(=O)CBr,Nc1ccccn1,CCOC(=O)c1cn2ccccc2n1,62.8
Brc1ccccn1,C#CCCc1nc2ccccc2s1,C(#Cc1ccccn1)CCc1nc2ccccc2s1,45.0
Brc1ccccn1,C#CCCc1nc2c(Br)cccc2o1,Brc1cccc2oc(CCC#Cc3ccccn3)nc12,46.0
C#CCCn1nc2ccccc2n1,Cc1ccc(N)c(Br)n1,Cc1ccc(N)c(C#CCCn2nc3ccccc3n2)n1,45.0
NCCC#Cc1cccc(CF)n1,O=C(Cl)c1c(Cl)cccc1Cl,O=C(NCCC#Cc1cccc(CF)n1)c1c(Cl)cccc1Cl,27.3
CNc1ccc(F)cc1N,O=C(O)CCl,Cn1c(CCl)nc2cc(F)ccc21,8.0
C[Si](C)(C)C#CCCC(=O)CBr,Nc1ncc(F)cc1F,C[Si](C)(C)C#CCCc1cn2cc(F)cc(F)c2n1,49.1
C#CCCC(=O)Nc1ccc(F)cc1F,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,C#CCCC(=O)N(C(=O)OC(C)(C)C)c1ccc(F)cc1F,99.2
Brc1ccccn1,C#CCCn1cc(-c2ccccc2Cl)nn1,Clc1ccccc1-c1cn(CCC#Cc2ccccn2)nn1,35.0
Cc1ccc(N)cc1-c1ccc2c(O[C@H](C)C(F)(F)F)nncc2c1,[I-],Cc1ccc(I)cc1-c1ccc2c(O[C@H](C)C(F)(F)F)nncc2c1,73.1
CCOC(=O)CCc1c[nH]c2ccccc12,NN,NNC(=O)CCc1c[nH]c2ccccc12,98.0
N#Cc1cccc(CBr)c1,O=C1Nc2ccccc2C12COc1cc3c(cc12)CCO3,N#Cc1cccc(CN2C(=O)C3(COc4cc5c(cc43)CCO5)c3ccccc32)c1,92.3
N#Cc1cccc(CN2C(=O)C3(COc4cc5c(cc43)CCO5)c3ccccc32)c1,NO,NC(=NO)c1cccc(CN2C(=O)C3(COc4cc5c(cc43)CCO5)c3ccccc32)c1,68.1
Clc1ncnc2[nH]cnc12,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCNCC1,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]cnc23)CC1,51.2
CC(C)(C)OC(=O)N1CCC(C#N)CC1,CCOC(=O)Cl,CCOC(=O)C1(C#N)CCN(C(=O)OC(C)(C)C)CC1,51.6
CC(C)(C)OC(=O)NCC1(C(=O)O)CCN(c2ncnc3[nH]ccc23)CC1,C[C@H](N)c1ccc(Cl)cc1,C[C@H](NC(=O)C1(CNC(=O)OC(C)(C)C)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,83.5
CC(C)(C)OC(=O)NC1(C(=O)O)CCN(c2ncnc3[nH]ccc23)CC1,COC(=O)C[C@@H](N)c1ccc(Cl)cc1,COC(=O)C[C@@H](NC(=O)C1(NC(=O)OC(C)(C)C)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,100.0
