,reactant_1,reactant_2,product,Yield
15495,C#CCN1CCN(C)CC1,O=c1[nH]c(Cc2ccccc2)ncc1-c1ccc(Oc2ccnc3cc(I)sc23)c(F)c1,CN1CCN(CC#Cc2cc3nccc(Oc4ccc(-c5cnc(Cc6ccccc6)[nH]c5=O)cc4F)c3s2)CC1,83.3
15499,CN1C(=O)C(F)(F)CN(C2CCC2)c2nc(Cl)ncc21,COc1cc(C(=O)NC2CCOCC2)ccc1N,COc1cc(C(=O)NC2CCOCC2)ccc1Nc1ncc2c(n1)N(C1CCC1)CC(F)(F)C(=O)N2C,43.8
15500,COc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,NCCc1ccc2c(c1)OCO2,COc1cc(C(=O)NCCc2ccc3c(c2)OCO3)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,61.2
15502,CN1C(=O)C(F)(F)CN(C2CCCC2)c2nc(Cl)ncc21,COC(=O)c1cc(OC)c(N)cc1F,COC(=O)c1cc(OC)c(Nc2ncc3c(n2)N(C2CCCC2)CC(F)(F)C(=O)N3C)cc1F,80.4
15503,CN1C(=O)C(F)(F)CN(C2CCCC2)c2nc(Cl)ncc21,Nc1ccc(C(=O)O)cc1F,CN1C(=O)C(F)(F)CN(C2CCCC2)c2nc(Nc3ccc(C(=O)O)cc3F)ncc21,79.0
15504,CN1C(=O)C(F)(F)CN(C2CCCC2)c2nc(Nc3ccc(C(=O)O)cc3F)ncc21,CN1CCC(N)CC1,CN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)N(C3CCCC3)CC(F)(F)C(=O)N4C)c(F)c2)CC1,50.9
15505,CCOc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,CN1CCC(N)CC1,CCOc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,29.4
15507,CN(C)CCCNC(=O)c1ccc(N)cc1,CN1C(=O)C(F)(F)CN(C2CCCCC2)c2nc(Cl)ncc21,CN(C)CCCNC(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCCC2)CC(F)(F)C(=O)N3C)cc1,69.5
15508,CN1C(=O)C(F)(F)CN(C2CCCCC2)c2nc(Cl)ncc21,COc1cc(C(=O)NC2CCN(CCO)CC2)ccc1N,COc1cc(C(=O)NC2CCN(CCO)CC2)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CC(F)(F)C(=O)N2C,20.0
15509,CCN(C(C)C)C(C)C,COc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(CCc1ccccc1)CC(F)(F)C(=O)N2C,COc1cc(C(N)=O)ccc1Nc1ncc2c(n1)N(CCc1ccccc1)CC(F)(F)C(=O)N2C,63.4
15510,CCN(C(C)C)C(C)C,COc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(CCc1ccccc1)CC(F)(F)C(=O)N2C,CNC(=O)c1ccc(Nc2ncc3c(n2)N(CCc2ccccc2)CC(F)(F)C(=O)N3C)c(OC)c1,66.3
15511,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,CO,CCCCNc1cc(C(=O)OC)cc(S(N)(=O)=O)c1Oc1ccccc1,89.0
15512,COC(=O)c1ccc(S)cc1,Ic1cccnc1,O=C(O)c1ccc(Sc2cccnc2)cc1,99.0
15513,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CCOC(=O)[C@H]1CC[C@@H](c2ccc(F)c(F)c2)N1,CCOC(=O)[C@H]1CC[C@@H](c2ccc(F)c(F)c2)N1C(=O)OC(C)(C)C,99.7
15514,CC1(C(=O)c2c[nH]c3ncc(-c4cccc(N5CCNCC5)c4)nc23)CCCCC1,CS(=O)(=O)Cl,CC1(C(=O)c2c[nH]c3ncc(-c4cccc(N5CCN(S(C)(=O)=O)CC5)c4)nc23)CCCCC1,22.7
15516,Nc1cccc(Br)c1,O=C(O)CC1(C(=O)O)CCSC1,O=C1CC2(CCSC2)C(=O)N1c1cccc(Br)c1,92.9
15517,COc1cc(C(=O)c2nc(C#N)c3ccccn23)ccc1N,[OH-],COc1cc(C(=O)c2nc(C(N)=O)c3ccccn23)ccc1N,58.8
15519,CC(C)(C)c1ccc(Br)cc1,C[C@@H]1CN(c2ccccc2F)CCN1,C[C@@H]1CN(c2ccc(C(C)(C)C)cc2)CCN1,27.0
15520,COC(C)(C)OC,C[C@@H](C(=O)O)[C@H](O)C(=O)O,C[C@@H](C(=O)O)[C@@H]1OC(C)(C)OC1=O,82.0
15521,COc1ccc2[nH]c(C(N)=O)cc2c1,c1ccc(SSc2ccccn2)nc1,NC(=O)c1[nH]c2ccccc2c1Sc1ccccn1,53.0
15524,NS(=O)(=O)Cl,OC[C@H]1CC[C@H](Oc2ncnc3[nH]c(-c4cccc5ccccc45)nc23)C1,NS(=O)(=O)OC[C@H]1CC[C@H](Oc2ncnc3[nH]c(-c4cccc5ccccc45)nc23)C1,70.0
15526,CC1(C)CC(=O)c2ccc(Cl)cc21,N[C@@H](CO)c1ccccc1,CC1(C)C[C@H](N[C@@H](CO)c2ccccc2)c2ccc(Cl)cc21,90.0
15527,CCOC(=O)CS,COC(=O)c1c(Cl)ncnc1Cl,COC(=O)c1sc2ncnc(Cl)c2c1O,92.0
15529,Brc1cc(I)c2[nH]ncc2c1,OB(O)c1cc2ccccc2s1,Brc1cc(-c2cc3ccccc3s2)c2[nH]ncc2c1,70.0
15530,C[Si](C)(C)CCOCn1ncc2cc(I)ccc21,OB(O)c1cccnc1,C[Si](C)(C)CCOCn1ncc2cc(-c3cccnc3)ccc21,53.0
15533,CNc1nc(N2CCC(C(=O)O)CC2)nc(N2CCN(C)CC2)n1,NCc1ccccc1C(F)(F)F,CNc1nc(N2CCC(C(=O)NCc3ccccc3C(F)(F)F)CC2)nc(N2CCN(C)CC2)n1,82.5
15535,COCCN,Cc1nc(Cl)nc(N2CCC(C(=O)NCc3ccc(Cl)cc3Cl)CC2)n1,Cc1nc(NCCO)nc(N2CCC(C(=O)NCc3ccc(Cl)cc3Cl)CC2)n1,65.0
15536,C#CCBr,OCc1cccc(O)c1,C#CCOc1cccc(CO)c1,31.4
15537,CCOC(=O)CCc1cc(F)c(O)c(F)c1,O=Cc1ccccc1OCc1ccccc1,CCOC(=O)CCc1cc(F)c(OCc2ccccc2OCc2ccccc2)c(F)c1,44.2
15540,CCOC(=O)CC(=O)OCC,Fc1ccc2ncc(Cl)c(Br)c2c1,CCOC(=O)C(C(=O)OCC)c1ccnc2ccc(F)cc12,100.0
15543,CCOC(=O)CC(=O)CCNC(=O)OC(C)(C)C,NCC(=O)c1ccccc1,CCOC(=O)c1c(-c2ccccc2)c[nH]c1CCNC(=O)OC(C)(C)C,95.5
15544,CCN(CC)CCN1CCc2[nH]c(C=O)c(C)c2C1=O,Cc1cccc2c1CC(=O)N2,CCN(CC)CCN1CCc2[nH]c(C=C3C(=O)Nc4cccc(C)c43)c(C)c2C1=O,52.5
15545,Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCC1)CC2,O=C1Cc2c(cccc2C2CCNCC2)N1,Cc1c(C=C2C(=O)Nc3cccc(C4CCNCC4)c32)[nH]c2c1C(=O)N(CCN1CCCC1)CC2,30.2
15546,Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2,O=C1Cc2c(Br)cccc2N1,Cc1c(C=C2C(=O)Nc3cccc(Br)c32)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2,84.9
15547,Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2,Cc1cccc2c1CC(=O)N2,Cc1cccc2c1C(=Cc1[nH]c3c(c1C)C(=O)N(CCN1CCCCC1)CC3)C(=O)N2,75.9
15548,Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2,O=C1Cc2cc(Br)cnc2N1,Cc1c(C=C2C(=O)Nc3ncc(Br)cc32)[nH]c2c1C(=O)N(CCN1CCCCC1)CC2,65.1
15549,Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCCC1)CC2,O=C1Cc2c(cccc2-c2ccncc2)N1,Cc1c(C=C2C(=O)Nc3cccc(-c4ccncc4)c32)[nH]c2c1C(=O)N(CCN1CCCC1)CC2,63.9
15550,CC(=O)OC(C)C(=O)Nc1cc2c(cc1F)CC(=O)N2,CO,CC(C)(O)C(=O)Nc1cc2c(cc1F)CC(=O)N2,35.6
15551,Cc1c(C=O)[nH]c2c1C(=O)N(CC1(O)CCN(C)CC1)CC2,O=C1Cc2cc(Br)ccc2N1,Cc1c(C=C2C(=O)Nc3ccc(Br)cc32)[nH]c2c1C(=O)N(CC1(O)CCN(C)CC1)CC2,48.05
15552,CCN(CC)CCN1CC(Br)c2[nH]c(C=C3C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,CCN(CC)CCN1CCc2[nH]c(C=C3C(=O)Nc4ccc(F)cc43)c(CBr)c2C1=O,CCN(CC)CCN1CCc2[nH]c(C=C3C(=O)Nc4ccc(F)cc43)c(CO)c2C1=O,72.0
15554,C=CCBr,Nc1ncc(Br)nc1Br,C=CCNc1ncc(Br)nc1Br,60.0
15557,CC(C)(C)[Si](C)(C)Cl,O=C(Nc1ccc(O)cc1)c1ccc(Br)cc1,CC(C)(C)[Si](C)(C)Oc1ccc(NC(=O)c2ccc(Br)cc2)cc1,95.0
15558,CC[C@@H](C)Nc1cc(C(=O)O)c(C)cc1C(N)=O,CN(C)C(On1nnc2cccnc21)=[N+](C)C,CC[C@@H](C)Nc1cc(C(N)=O)c(C)cc1C(N)=O,96.0
15559,CNC,COC(=O)c1cccc(Br)c1C,COC(=O)c1cccc(C#N)c1C,50.0
15562,CNC,COC(=O)c1ccc(Br)c(O)c1,COC(=O)c1ccc(C#N)c(O)c1,33.5
15563,COC(=O)c1ccc(C#N)c(OC2CCC2)c1,CS(C)=O,NC(=O)c1ccc(C(=O)O)cc1OC1CCC1,50.0
15565,COC(=O)c1ccc(Br)c(O)c1C,O=C([O-])[O-],COC(=O)c1ccc(Br)c(OC)c1C,71.0
15569,CC(C)(C)[Si](C)(C)Cl,OCC1(CO)CC1,CC(C)(C)[Si](C)(C)OCC1(CO)CC1,70.2
15570,C=CCN(CC=C)Cc1ccc(S(=O)(=O)N2CCC(C(=O)OC)CC2)s1,CNOC,C=CCN(CC=C)Cc1ccc(S(=O)(=O)N2CCC(C(=O)N(C)OC)CC2)s1,90.0
15571,C=CCN(CC=C)Cc1ccc(S(=O)(=O)N2CCC(C(=O)CCCCCC)CC2)s1,COc1cccc(C(=O)Cl)c1,CCCCCCC(=O)C1CCN(S(=O)(=O)c2ccc(CNC(=O)c3cccc(OC)c3)s2)CC1,50.0
15572,NC1CCCCC1,O=C(Cl)c1ccc2nonc2c1,O=C(NC1CCCCC1)c1ccc2nonc2c1,27.0
15573,C[C@@H](O)[C@H]1CN(Cc2ccccc2)C[C@@H]1c1ccc(F)cc1,Oc1ccc(Cl)cn1,C[C@H](Oc1ccc(Cl)cn1)[C@H]1CN(Cc2ccccc2)C[C@@H]1c1ccc(F)cc1,73.0
15576,CCOP(=O)(Cc1cccc(C(=O)OC)c1)OCC,COc1cccc(C=O)c1,COC(=O)c1cccc(/C=C/c2cccc(OC)c2)c1,78.2
15577,Nc1nc(OCC(F)(F)F)cc(C(F)(F)F)n1,O=C=Nc1ccc(C(F)(F)F)cc1,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1nc(OCC(F)(F)F)cc(C(F)(F)F)n1,44.5
15578,CCOC(OCC)c1nc(C2CC2)nc(Cl)c1Cl,N,CCOC(OCC)c1nc(C2CC2)nc(N)c1Cl,85.0
15580,CCOC(=O)C(=O)c1c(OC)cccc1OC,C[Si](C)(C)[N-][Si](C)(C)C,C=C(C(=O)OCC)c1c(OC)cccc1OC,81.0
15581,CCOC(=O)CCC(=O)OCC,CCOC(=O)c1cccnc1C(=O)OCC,CCOC(=O)c1c(C(=O)OCC)c(O)c2ncccc2c1O,77.0
15582,CCOC(=O)c1c(C(=O)OCC)c(O)c2ncccc2c1O,O=S(=O)(OCC(F)(F)F)C(F)(F)F,CCOC(=O)c1c(C(=O)OCC)c(OCC(F)(F)F)c2ncccc2c1OCC(F)(F)F,95.5
15583,OCc1ccncc1,Oc1cccnc1Cl,Clc1ncccc1OCc1ccncc1,72.8
15584,COCOc1cc(OC)ccc1Br,II,COCOc1cc(OC)ccc1I,84.0
15585,CC(C)(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)O,Cc1ccc(S(=O)(=O)OCC2(C)COC2)cc1,CC(C)(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)OCC1(C)COC1,89.6
15587,CC(C)(C)C[C@H](N=CC(F)(F)c1ccccn1)C12OCC(C)(CO1)CO2,Fc1ccc(Br)cc1,CC(C)(C)C[C@H](N[C@@H](c1ccc(F)cc1)C(F)(F)c1ccccn1)C12OCC(C)(CO1)CO2,17.8
15588,Brc1ccsc1,CC(C)(C)C[C@H](N=CC(F)(F)c1ccccn1)C12OCC(C)(CO1)CO2,CC(C)(C)C[C@H](N[C@@H](c1ccsc1)C(F)(F)c1ccccn1)C12OCC(C)(CO1)CO2,24.6
15591,CCOC(=O)c1cccc2c1C(=O)C(c1nccn1C)C(c1ccc(C(OCC)OCC)cc1)N2,NN,CCOC(OCC)c1ccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2nccn2C)cc1,55.0
15592,CCN1CCNCC1,O=Cc1ccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2ccccc2)cc1,CCN1CCN(Cc2ccc(C3Nc4cccc5c(=O)[nH]nc(c45)C3c3ccccc3)cc2)CC1,53.7
15593,CCOC(=O)c1cccc2c1C(=O)C(c1nccn1C)C(c1nccn1C)N2,NN,Cn1ccnc1C1Nc2cccc3c(=O)[nH]nc(c23)C1c1nccn1C,41.0
15596,CCOC(OCC)c1cccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2cccc(C(OCC)OCC)c2)c1,O=C([O-])[O-],O=Cc1cccc(C2(c3cccc(C=O)c3)Cc3n[nH]c(=O)c4cccc(c34)N2)c1,88.0
15599,CCOC(=O)c1cccc2c1C(=O)C(c1nccn1C)C(c1ccc(C(=O)N(C)C)cc1)N2,NN,CN(C)C(=O)c1ccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2nccn2C)cc1,19.0
15600,CNC,O=Cc1ccc(F)c(C(=O)O)c1,CN(C)C(=O)c1cc(C=O)ccc1F,76.0
15602,CCOC(=O)CC,COc1ccc(CN(C(=O)C(=O)c2ccccc2)c2cccc3c2COC3=O)cc1,CCOC(=O)c1cccc2c1c(O)c(-c1ccccc1)c(=O)n2Cc1ccc(OC)cc1,80.0
15603,CCOC(=O)c1cccc2[nH]c(=O)c(-c3ccccc3)c(O)c12,NN,O=C1Nc2cccc3c(=O)[nH]nc(c23)C1c1ccccc1,53.0
15607,FC(F)(F)c1ccn2cc(CNCC3OCCO3)nc2c1,O=C(O)c1cc(C(=O)c2c(F)cc(F)cc2F)c[nH]1,O=C(c1c[nH]c(C(=O)N(Cc2cn3ccc(C(F)(F)F)cc3n2)CC2OCCO2)c1)c1c(F)cc(F)cc1F,35.9
15609,CC1(C)OB(c2ccc3cc(NC(=O)c4ccsc4)ccc3c2)OC1(C)C,Cc1cc(Br)c(N)c(C(N)=O)c1,Cc1cc(C(N)=O)c(N)c(-c2ccc3cc(NC(=O)c4ccsc4)ccc3c2)c1,10.0
15610,CN(C)Cc1ccc(B(O)O)cc1,Nc1ncc(Br)cc1-c1nc2ccccc2o1,CN(C)Cc1ccc(-c2cnc(N)c(-c3nc4ccccc4o3)c2)cc1,17.7
15611,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1ncc(B2OC(C)(C)C(C)(C)O2)cc1-c1nc2ccccc2o1,COCc1nn(C2CCN(C(=O)OC(C)(C)C)CC2)cc1Br,COCc1nn(C2CCN(C(=O)OC(C)(C)C)CC2)cc1-c1cnc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c(-c2nc3ccccc3o2)c1,74.5
15614,CC(C)(C)OC(=O)OC(C)(C)C,Nc1ncc(Br)cc1-c1nc2c(F)cccc2o1,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1ncc(Br)cc1-c1nc2c(F)cccc2o1,89.4
15615,CC(=O)C(Br)C(=O)OC(C)(C)C,CC(C)c1ccc(CNC(=O)[C@H]2CN(C(N)=S)CCN2S(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,Cc1nc(N2CCN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)[C@@H](C(=O)NCc3ccc(C(C)C)cc3)C2)sc1C(=O)OC(C)(C)C,85.0
15617,O=C1NC(=O)c2ccccc21,OCc1ccc(OC(F)(F)F)c(F)c1,O=C1c2ccccc2C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1,90.3
15618,CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)[C@@H](C(=O)O)C1,NCc1ccc(OC(F)(F)F)c(F)c1,CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)[C@@H](C(=O)NCc2ccc(OC(F)(F)F)c(F)c2)C1,78.4
15619,Cc1cc(=O)nc2sc(Br)nn12,O=C(NCc1ccc(OC(F)(F)F)cc1)[C@H]1CNCCN1S(=O)(=O)c1ccc(OC(F)(F)F)cc1,Cc1cc(=O)nc2sc(N3CCN(S(=O)(=O)c4ccc(OC(F)(F)F)cc4)[C@@H](C(=O)NCc4ccc(OC(F)(F)F)cc4)C3)nn12,64.1
15620,ClC(Cl)(Cl)CCBr,OCCOc1c(Cl)cc(O)cc1Cl,OCCOc1c(Cl)cc(OCC=C(Cl)Cl)cc1Cl,35.5
15622,N#CCCl,O=C(O)CCCCc1c[nH]c2ccccc12,N#CCOC(=O)CCCCc1c[nH]c2ccccc12,77.0
15623,CN(C)C1(c2ccccc2)CCC(CC(=O)O)CC1,NCCCc1ccccc1,CN(C)C1(c2ccccc2)CCC(CC(=O)NCCCc2ccccc2)CC1,58.0
15624,CC(C)(C)CC=O,N#CCc1ccc(Cl)cc1F,CC(C)(C)C/C=C(\C#N)c1ccc(Cl)cc1F,100.0
15626,CC1(C)OC[C@H](CCOS(C)(=O)=O)O1,[N-]=[N+]=[N-],CC1(C)OC[C@H](CCN=[N+]=[N-])O1,88.9
15630,CC(C)(C)C[C@@H]1CN(C(=O)NCC(=O)O)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,CN,CNC(=O)CNC(=O)N1CC(CC(C)(C)C)C(C#N)(c2ccc(Cl)cc2F)C1c1cccc(Cl)c1F,77.1
15631,CC(C)(C)CC1CNC(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F,COC(=O)c1ccc(NC(=O)n2ccnc2)cc1OC,COC(=O)c1ccc(NC(=O)N2C[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)cc1OC,64.6
15632,CC(C)(C)CC1CN(C(=O)c2ccc(=O)[nH]c2)C(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F,O=C([O-])[O-],Cn1cc(C(=O)N2CC(CC(C)(C)C)C(C#N)(c3ccc(Cl)cc3F)C2c2cccc(Cl)c2F)ccc1=O,97.0
15633,COC(=O)c1cc([N+](=O)[O-])ccc1Br,OB(O)c1ccc(F)c(F)c1F,COC(=O)c1cc([N+](=O)[O-])ccc1-c1ccc(F)c(F)c1F,53.0
15636,CC1=CC(C)(C)Nc2ccc3c(c21)c(=O)oc1c(O)cccc13,O=C([O-])[O-],COc1cccc2c1oc(=O)c1c3c(ccc12)NC(C)(C)C=C3C,85.3
15637,COc1cc(F)ccc1-c1ccc2c(c1CO)C(C)=CC(C)(C)N2,Nc1cccc(C(=O)O)c1,COc1cc(F)ccc1-c1ccc2c(c1COC(=O)c1cccc(N)c1)C(C)=CC(C)(C)N2,42.0
15639,CC(C)OCCCNc1c(N)cnc2cc(Br)ccc12,CCOCC(=O)Cl,CCOCc1nc2cnc3cc(Br)ccc3c2n1CCCOC(C)C,67.1
15640,CC(C)(C)OO,O=C(Cl)c1ccccc1,CC(C)(C)OOC(=O)c1ccccc1,95.3
15641,CC(C)(C)OC(=O)n1cccc1B(O)O,Clc1nc2ccccc2s1,CC(C)(C)OC(=O)n1cccc1-c1nc2ccccc2s1,82.4
15642,CC(=O)NN,COC[C@H](C)Oc1cc(Oc2ccc(C(=O)O)cc2F)cc(-c2ccc(-c3nccs3)[nH]2)c1,COC[C@H](C)Oc1cc(Oc2ccc(C(=O)NNC(C)=O)cc2F)cc(-c2ccc(-c3nccs3)[nH]2)c1,100.0
15643,CN(C)S(=O)(=O)c1ccc(F)c(F)c1,COC[C@H](C)Oc1cc(O)cc(-c2ccc(-c3nccs3)n2C(=O)OC(C)(C)C)c1,COC[C@H](C)Oc1cc(Oc2ccc(S(=O)(=O)N(C)C)cc2F)cc(-c2ccc(-c3nccs3)[nH]2)c1,39.0
15644,COC[C@H](C)Oc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc(-c2ccc(C(=O)O)[nH]2)c1,C[C@@H](N)CO,COC[C@H](C)Oc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc(-c2ccc(C(=O)N[C@H](C)CO)[nH]2)c1,86.0
15649,COC(CN(C(=O)CCOCCc1cccc(-c2cnn(C)c2)c1)C1CCCCC1)OC,NCCc1ccc(O)c2c1OCC(=O)N2,Cn1cc(-c2cccc(CCOCCC(=O)N(CCNCCc3ccc(O)c4c3OCC(=O)N4)C3CCCCC3)c2)cn1,52.3
15650,Brc1ccc(-c2ccc3ccccc3c2)cc1,CC(C)OB(OC(C)C)OC(C)C,OB(O)c1ccc(-c2ccc3ccccc3c2)cc1,84.0
15651,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,Oc1cccc2c(O)cccc12,O=S(=O)(Oc1cccc2c(OS(=O)(=O)C(F)(F)F)cccc12)C(F)(F)F,74.0
15652,Cc1nnc(C)c(-c2ccc(Cl)cc2)c1Cl,FC(F)(F)c1cc[nH]n1,Cc1nnc(C)c(-n2ccc(C(F)(F)F)n2)c1-c1ccc(Cl)cc1,77.5
15653,COC(=O)c1c(O)cc(=O)n2c1CCC2,O=P(Cl)(Cl)Cl,COC(=O)c1c(Cl)cc(=O)n2c1CCC2,69.0
15654,O=C(O)c1c(Nc2ccc(I)cc2F)c(F)c(=O)n2c1CCC2,OC1CNC1,O=C(c1c(Nc2ccc(I)cc2F)c(F)c(=O)n2c1CCC2)N1CC(O)C1,76.0
15655,CC(C)(C)OCCON,Cc1c(Nc2ccc(I)cc2F)c(C(=O)O)c2n(c1=O)CCC2,Cc1c(Nc2ccc(I)cc2F)c(C(=O)NOCCO)c2n(c1=O)CCC2,5.0
15656,Clc1nc(Cl)c2c(-c3ccccc3)csc2n1,NCc1ccccn1,Clc1nc(NCc2ccccn2)c2c(-c3ccccc3)csc2n1,97.1
15657,COC(=O)c1ccc(C=O)cc1,Cc1ccc(S(=O)(=O)CN=C=O)cc1,COC(=O)c1ccc(-c2cnco2)cc1,86.7
15658,CC(=O)c1ccc(-c2cn3cc(F)ccc3n2)cc1,CN(C)/C=C/C(=O)c1ccc(-c2cn3cc(F)ccc3n2)cc1,Fc1ccc2nc(-c3ccc(-c4cc[nH]n4)cc3)cn2c1,69.5
15661,CNC1CN(Cc2ccccc2)CC1c1cccc(Cl)c1,Fc1cc(CBr)ccc1C(F)(F)F,CN(Cc1ccc(C(F)(F)F)c(F)c1)C1CN(Cc2ccccc2)CC1c1cccc(Cl)c1,57.4
15662,CC(C)(C)C(=O)OC[C@H]1O[C@H](Br)[C@H](OC(=O)C(C)(C)C)[C@@H](OC(=O)C(C)(C)C)[C@@H]1OC(=O)C(C)(C)C,CCOC(=O)n1[nH]c(=O)c(Cc2ccccc2)c1C(C)C,CCOC(=O)n1nc(O[C@@H]2O[C@H](COC(=O)C(C)(C)C)[C@@H](OC(=O)C(C)(C)C)[C@H](OC(=O)C(C)(C)C)[C@H]2OC(=O)C(C)(C)C)c(Cc2ccccc2)c1C(C)C,55.0
15663,CC(=O)c1ccc(OC(=O)c2ccccc2)cc1,[Br-],O=C(CBr)c1ccc(OC(=O)c2ccccc2)cc1,73.5
15664,Nc1ccc(F)cn1,O=C(CBr)c1ccc(O)cc1,Oc1ccc(-c2cn3cc(F)ccc3n2)cc1,66.0
15665,COC(=O)c1cccc(Oc2ccnc(Cl)c2)c1,Cc1csc(N)n1,COC(=O)c1cccc(Oc2ccnc(Nc3nc(C)cs3)c2)c1,73.9
15666,O=[N+]([O-])c1ccnc(Cl)c1,OC1CCCCC1,Clc1cc(OC2CCCCC2)ccn1,89.0
15667,CC(C)(C)OC(=O)N1CCC(Oc2ccnc(Cl)c2)CC1,Cc1csc(N)n1,Cc1csc(Nc2cc(OC3CCN(C(=O)OC(C)(C)C)CC3)ccn2)n1,54.6
15668,O=[N+]([O-])c1ccnc(Cl)c1,Oc1cccc2c1CCCC2,Clc1cc(Oc2cccc3c2CCCC3)ccn1,98.0
15671,COC(=O)c1cccc(Sc2ccnc(Cl)c2)c1,Cc1csc(N)n1,COC(=O)c1cccc(Sc2ccnc(Nc3nc(C)cs3)c2)c1,73.6
15672,Cc1csc(N)n1,Clc1ccc(Sc2ccnc(Cl)c2)cc1,Cc1csc(Nc2cc(Sc3ccc(Cl)cc3)ccn2)n1,47.6
15674,O=[N+]([O-])c1ccnc(Cl)c1,Sc1cccc(Cl)c1Cl,Clc1cc(Sc2cccc(Cl)c2Cl)ccn1,56.4
15675,CCOC(=O)CC(=O)Cc1cc(Nc2nc(CCc3ccccc3)cs2)ncc1Br,NN,O=C1CC(Cc2cc(Nc3nc(CCc4ccccc4)cs3)ncc2Br)=NN1,55.65
15676,CC(=O)N1CCC(C(=O)CBr)CC1,NC(N)=S,CC(=O)N1CCC(c2csc(N)n2)CC1,74.3
15677,BrBr,CCOC(=O)c1cnc(C)c(Oc2ccnc(N)c2)c1C,CCOC(=O)c1cnc(C)c(Oc2cc(N)ncc2Br)c1C,59.0
15679,C[C@H](CO)NC(=O)OC(C)(C)C,Oc1ccccc1,C[C@H](COc1ccccc1)NC(=O)OC(C)(C)C,14.0
15681,COc1ccc(CN)cc1,O=C(OC(=O)C(F)(F)F)C(F)(F)F,COc1ccc(CNC(=O)C(F)(F)F)cc1,81.5
15682,CC(O)C(F)(F)F,N#Cc1ccc(F)cc1,CC(Oc1ccc(C#N)cc1)C(F)(F)F,70.4
15683,CC(C)(C)N,N#Cc1ccc(C(=O)O)cc1,CC(C)(C)NC(=O)c1ccc(C#N)cc1,95.5
15684,FC(F)(F)COc1ccc(CBr)nc1,[N-]=[N+]=[N-],NCc1ccc(OCC(F)(F)F)cn1,54.6
15685,CS(=O)(=O)Cl,OCc1ccc(F)cn1,CS(=O)(=O)OCc1ccc(F)cn1,54.4
15686,NCc1ccc(C(=O)NCCc2cccs2)cc1,O=C(N1CCc2ccc(Cl)c(OS(=O)(=O)C(F)(F)F)c2CC1)C(F)(F)F,O=C(NCCc1cccs1)c1ccc(CNc2c(Cl)ccc3c2CCN(C(=O)C(F)(F)F)CC3)cc1,91.0
15687,C[C@H](N)c1ccc(F)cc1,O=C(N1CCc2ccc(Cl)c(OS(=O)(=O)C(F)(F)F)c2CC1)C(F)(F)F,C[C@H](Nc1c(Cl)ccc2c1CCN(C(=O)C(F)(F)F)CC2)c1ccc(F)cc1,58.2
